year,category,film,name,status,gender,movies.title,movies.year,movies.bt_score,movies.dubious,movies.imdbid,movies.tmdbId,movies.popularity,movies.release_date,movies.revenue,movies.vote_average,movies.vote_count,movies.budget,movies.crew_female_representation,Genre,Production Company,Production Country
1994,WRITING,Four Weddings and a Funeral,Richard Curtis,nominated,male,Four Weddings and a Funeral,1994,3,0,109831,712,15.18,09-03-1994,245700832,6.8,2131,4400000,33.33,Romance,PolyGram Filmed Entertainment,United Kingdom
1994,WRITING,Four Weddings and a Funeral,Richard Curtis,nominated,male,Four Weddings and a Funeral,1994,3,0,109831,712,15.18,09-03-1994,245700832,6.8,2131,4400000,33.33,Romance,Channel Four Films,United Kingdom
1994,BEST PICTURE,Four Weddings and a Funeral,Duncan Kenworthy,nominated,male,Four Weddings and a Funeral,1994,3,0,109831,712,15.18,09-03-1994,245700832,6.8,2131,4400000,33.33,Comedy,PolyGram Filmed Entertainment,United Kingdom
1994,BEST PICTURE,Four Weddings and a Funeral,Duncan Kenworthy,nominated,male,Four Weddings and a Funeral,1994,3,0,109831,712,15.18,09-03-1994,245700832,6.8,2131,4400000,33.33,Comedy,Channel Four Films,United Kingdom
1994,BEST PICTURE,Four Weddings and a Funeral,Duncan Kenworthy,nominated,male,Four Weddings and a Funeral,1994,3,0,109831,712,15.18,09-03-1994,245700832,6.8,2131,4400000,33.33,Drama,PolyGram Filmed Entertainment,United Kingdom
1994,BEST PICTURE,Four Weddings and a Funeral,Duncan Kenworthy,nominated,male,Four Weddings and a Funeral,1994,3,0,109831,712,15.18,09-03-1994,245700832,6.8,2131,4400000,33.33,Drama,Channel Four Films,United Kingdom
1994,BEST PICTURE,Four Weddings and a Funeral,Duncan Kenworthy,nominated,male,Four Weddings and a Funeral,1994,3,0,109831,712,15.18,09-03-1994,245700832,6.8,2131,4400000,33.33,Romance,PolyGram Filmed Entertainment,United Kingdom
1994,BEST PICTURE,Four Weddings and a Funeral,Duncan Kenworthy,nominated,male,Four Weddings and a Funeral,1994,3,0,109831,712,15.18,09-03-1994,245700832,6.8,2131,4400000,33.33,Romance,Channel Four Films,United Kingdom
1995,CINEMATOGRAPHY,A Little Princess,Emmanuel Lubezki,nominated,male,A Little Princess,1995,3,0,113670,19101,17.52,10-05-1995,0,7.6,794,17000000,12.77,Drama,Warner Bros. Pictures,United States of America
1995,CINEMATOGRAPHY,A Little Princess,Emmanuel Lubezki,nominated,male,A Little Princess,1995,3,0,113670,19101,17.52,10-05-1995,0,7.6,794,17000000,12.77,Family,Warner Bros. Pictures,United States of America
1995,CINEMATOGRAPHY,A Little Princess,Emmanuel Lubezki,nominated,male,A Little Princess,1995,3,0,113670,19101,17.52,10-05-1995,0,7.6,794,17000000,12.77,Fantasy,Warner Bros. Pictures,United States of America
1995,FILM EDITING,Apollo 13,Dan Hanley,winner,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Drama,Imagine Entertainment,United States of America
1995,FILM EDITING,Apollo 13,Dan Hanley,winner,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Drama,Universal Pictures,United States of America
1995,FILM EDITING,Apollo 13,Dan Hanley,winner,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,History,Imagine Entertainment,United States of America
1995,FILM EDITING,Apollo 13,Dan Hanley,winner,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,History,Universal Pictures,United States of America
1995,FILM EDITING,Apollo 13,Dan Hanley,winner,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Adventure,Imagine Entertainment,United States of America
1995,FILM EDITING,Apollo 13,Dan Hanley,winner,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Adventure,Universal Pictures,United States of America
1995,FILM EDITING,Apollo 13,Mike Hill,winner,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Drama,Imagine Entertainment,United States of America
1995,FILM EDITING,Apollo 13,Mike Hill,winner,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Drama,Universal Pictures,United States of America
1995,FILM EDITING,Apollo 13,Mike Hill,winner,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,History,Imagine Entertainment,United States of America
1995,FILM EDITING,Apollo 13,Mike Hill,winner,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,History,Universal Pictures,United States of America
1995,FILM EDITING,Apollo 13,Mike Hill,winner,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Adventure,Imagine Entertainment,United States of America
1995,FILM EDITING,Apollo 13,Mike Hill,winner,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Adventure,Universal Pictures,United States of America
1995,BEST PICTURE,Apollo 13,Brian Grazer,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Drama,Imagine Entertainment,United States of America
1995,BEST PICTURE,Apollo 13,Brian Grazer,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Drama,Universal Pictures,United States of America
1995,BEST PICTURE,Apollo 13,Brian Grazer,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,History,Imagine Entertainment,United States of America
1995,BEST PICTURE,Apollo 13,Brian Grazer,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,History,Universal Pictures,United States of America
1995,BEST PICTURE,Apollo 13,Brian Grazer,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Adventure,Imagine Entertainment,United States of America
1995,BEST PICTURE,Apollo 13,Brian Grazer,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Adventure,Universal Pictures,United States of America
1995,WRITING,Apollo 13,William Broyles,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Drama,Imagine Entertainment,United States of America
1995,WRITING,Apollo 13,William Broyles,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Drama,Universal Pictures,United States of America
1995,WRITING,Apollo 13,William Broyles,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,History,Imagine Entertainment,United States of America
1995,WRITING,Apollo 13,William Broyles,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,History,Universal Pictures,United States of America
1995,WRITING,Apollo 13,William Broyles,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Adventure,Imagine Entertainment,United States of America
1995,WRITING,Apollo 13,William Broyles,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Adventure,Universal Pictures,United States of America
1995,WRITING,Apollo 13,Al Reinert,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Drama,Imagine Entertainment,United States of America
1995,WRITING,Apollo 13,Al Reinert,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Drama,Universal Pictures,United States of America
1995,WRITING,Apollo 13,Al Reinert,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,History,Imagine Entertainment,United States of America
1995,WRITING,Apollo 13,Al Reinert,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,History,Universal Pictures,United States of America
1995,WRITING,Apollo 13,Al Reinert,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Adventure,Imagine Entertainment,United States of America
1995,WRITING,Apollo 13,Al Reinert,nominated,male,Apollo 13,1995,3,0,112384,568,15.3,30-06-1995,355237933,7.4,4500,52000000,6.42,Adventure,Universal Pictures,United States of America
1954,BEST PICTURE,The Caine Mutiny,Stanley Kramer,nominated,male,The Caine Mutiny,1954,1,0,46816,10178,7.62,23-06-1954,21750000,7.2,241,2000000,3.57,Drama,Stanley Kramer Productions,United States of America
1954,BEST PICTURE,The Caine Mutiny,Stanley Kramer,nominated,male,The Caine Mutiny,1954,1,0,46816,10178,7.62,23-06-1954,21750000,7.2,241,2000000,3.57,Drama,Columbia Pictures,United States of America
1954,FILM EDITING,The Caine Mutiny,Henry Batista,nominated,male,The Caine Mutiny,1954,1,0,46816,10178,7.62,23-06-1954,21750000,7.2,241,2000000,3.57,Drama,Stanley Kramer Productions,United States of America
1954,FILM EDITING,The Caine Mutiny,Henry Batista,nominated,male,The Caine Mutiny,1954,1,0,46816,10178,7.62,23-06-1954,21750000,7.2,241,2000000,3.57,Drama,Columbia Pictures,United States of America
1954,FILM EDITING,The Caine Mutiny,William A. Lyon,nominated,male,The Caine Mutiny,1954,1,0,46816,10178,7.62,23-06-1954,21750000,7.2,241,2000000,3.57,Drama,Stanley Kramer Productions,United States of America
1954,FILM EDITING,The Caine Mutiny,William A. Lyon,nominated,male,The Caine Mutiny,1954,1,0,46816,10178,7.62,23-06-1954,21750000,7.2,241,2000000,3.57,Drama,Columbia Pictures,United States of America
1954,WRITING,The Caine Mutiny,Stanley Roberts,nominated,male,The Caine Mutiny,1954,1,0,46816,10178,7.62,23-06-1954,21750000,7.2,241,2000000,3.57,Drama,Stanley Kramer Productions,United States of America
1954,WRITING,The Caine Mutiny,Stanley Roberts,nominated,male,The Caine Mutiny,1954,1,0,46816,10178,7.62,23-06-1954,21750000,7.2,241,2000000,3.57,Drama,Columbia Pictures,United States of America
1954,WRITING,The Glenn Miller Story,Oscar Brodney,nominated,male,The Glenn Miller Story,1954,2,0,47030,17729,6.72,04-01-1954,0,6.9,109,0,7.69,Drama,Universal Pictures,United States of America
1954,WRITING,The Glenn Miller Story,Oscar Brodney,nominated,male,The Glenn Miller Story,1954,2,0,47030,17729,6.72,04-01-1954,0,6.9,109,0,7.69,Music,Universal Pictures,United States of America
1954,WRITING,The Glenn Miller Story,Oscar Brodney,nominated,male,The Glenn Miller Story,1954,2,0,47030,17729,6.72,04-01-1954,0,6.9,109,0,7.69,Romance,Universal Pictures,United States of America
1995,WRITING,Babe,George Miller,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Fantasy,Universal Pictures,Australia
1995,WRITING,Babe,George Miller,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Fantasy,Universal Pictures,United States of America
1995,WRITING,Babe,George Miller,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Fantasy,Kennedy Miller Productions,Australia
1995,WRITING,Babe,George Miller,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Fantasy,Kennedy Miller Productions,United States of America
1995,WRITING,Babe,George Miller,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Drama,Universal Pictures,Australia
1995,WRITING,Babe,George Miller,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Drama,Universal Pictures,United States of America
1995,WRITING,Babe,George Miller,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Drama,Kennedy Miller Productions,Australia
1995,WRITING,Babe,George Miller,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Drama,Kennedy Miller Productions,United States of America
1995,WRITING,Babe,George Miller,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Comedy,Universal Pictures,Australia
1995,WRITING,Babe,George Miller,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Comedy,Universal Pictures,United States of America
1995,WRITING,Babe,George Miller,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Comedy,Kennedy Miller Productions,Australia
1995,WRITING,Babe,George Miller,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Comedy,Kennedy Miller Productions,United States of America
1995,WRITING,Babe,George Miller,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Family,Universal Pictures,Australia
1995,WRITING,Babe,George Miller,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Family,Universal Pictures,United States of America
1995,WRITING,Babe,George Miller,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Family,Kennedy Miller Productions,Australia
1995,WRITING,Babe,George Miller,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Family,Kennedy Miller Productions,United States of America
1995,WRITING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Fantasy,Universal Pictures,Australia
1995,WRITING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Fantasy,Universal Pictures,United States of America
1995,WRITING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Fantasy,Kennedy Miller Productions,Australia
1995,WRITING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Fantasy,Kennedy Miller Productions,United States of America
1995,WRITING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Drama,Universal Pictures,Australia
1995,WRITING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Drama,Universal Pictures,United States of America
1995,WRITING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Drama,Kennedy Miller Productions,Australia
1995,WRITING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Drama,Kennedy Miller Productions,United States of America
1995,WRITING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Comedy,Universal Pictures,Australia
1995,WRITING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Comedy,Universal Pictures,United States of America
1995,WRITING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Comedy,Kennedy Miller Productions,Australia
1995,WRITING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Comedy,Kennedy Miller Productions,United States of America
1995,WRITING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Family,Universal Pictures,Australia
1995,WRITING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Family,Universal Pictures,United States of America
1995,WRITING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Family,Kennedy Miller Productions,Australia
1995,WRITING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Family,Kennedy Miller Productions,United States of America
1995,DIRECTING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Fantasy,Universal Pictures,Australia
1995,DIRECTING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Fantasy,Universal Pictures,United States of America
1995,DIRECTING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Fantasy,Kennedy Miller Productions,Australia
1995,DIRECTING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Fantasy,Kennedy Miller Productions,United States of America
1995,DIRECTING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Drama,Universal Pictures,Australia
1995,DIRECTING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Drama,Universal Pictures,United States of America
1995,DIRECTING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Drama,Kennedy Miller Productions,Australia
1995,DIRECTING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Drama,Kennedy Miller Productions,United States of America
1995,DIRECTING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Comedy,Universal Pictures,Australia
1995,DIRECTING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Comedy,Universal Pictures,United States of America
1995,DIRECTING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Comedy,Kennedy Miller Productions,Australia
1995,DIRECTING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Comedy,Kennedy Miller Productions,United States of America
1995,DIRECTING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Family,Universal Pictures,Australia
1995,DIRECTING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Family,Universal Pictures,United States of America
1995,DIRECTING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Family,Kennedy Miller Productions,Australia
1995,DIRECTING,Babe,Chris Noonan,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Family,Kennedy Miller Productions,United States of America
1995,BEST PICTURE,Babe,Doug Mitchell,nominated,male,Babe,1995,3,0,112431,9598,24.53,18-07-1995,254134910,6.2,2403,30000000,9.09,Fantasy,Universal Pictures,Australia
